it,MortRunner,MortFroid,MortFeu,MortParHunt,MortSmart,MortNotSmart
746,57,23,9, 25, 19,38
747,57,23,9, 25, 19,38
748,57,23,9, 25, 19,38
749,57,23,9, 25, 19,38
750,58,24,9, 25, 20,38
751,58,24,9, 25, 20,38
752,58,24,9, 25, 20,38
753,58,24,9, 25, 20,38
754,58,24,9, 25, 20,38
755,58,24,9, 25, 20,38
756,58,24,9, 25, 20,38
757,58,24,9, 25, 20,38
758,58,24,9, 25, 20,38
759,58,24,9, 25, 20,38
760,58,24,9, 25, 20,38
761,58,24,9, 25, 20,38
762,58,24,9, 25, 20,38
763,58,24,9, 25, 20,38
764,58,24,9, 25, 20,38
765,58,24,9, 25, 20,38
766,58,24,9, 25, 20,38
767,58,24,9, 25, 20,38
768,58,24,9, 25, 20,38
769,59,25,9, 25, 21,38
770,59,25,9, 25, 21,38
771,59,25,9, 25, 21,38
772,59,25,9, 25, 21,38
773,60,26,9, 25, 22,38
774,60,26,9, 25, 22,38
775,60,26,9, 25, 22,38
776,60,26,9, 25, 22,38
777,60,26,9, 25, 22,38
778,60,26,9, 25, 22,38
779,60,26,9, 25, 22,38
780,60,26,9, 25, 22,38
781,60,26,9, 25, 22,38
782,60,26,9, 25, 22,38
783,60,26,9, 25, 22,38
784,60,26,9, 25, 22,38
785,60,26,9, 25, 22,38
786,60,26,9, 25, 22,38
787,60,26,9, 25, 22,38
788,60,26,9, 25, 22,38
789,60,26,9, 25, 22,38
790,60,26,9, 25, 22,38
791,60,26,9, 25, 22,38
792,60,26,9, 25, 22,38
793,60,26,9, 25, 22,38
794,60,26,9, 25, 22,38
795,60,26,9, 25, 22,38
796,60,26,9, 25, 22,38
797,60,26,9, 25, 22,38
798,60,26,9, 25, 22,38
799,60,26,9, 25, 22,38
800,60,26,9, 25, 22,38
801,60,26,9, 25, 22,38
802,60,26,9, 25, 22,38
803,60,26,9, 25, 22,38
804,60,26,9, 25, 22,38
805,60,26,9, 25, 22,38
806,60,26,9, 25, 22,38
807,60,26,9, 25, 22,38
808,60,26,9, 25, 22,38
809,60,26,9, 25, 22,38
810,60,26,9, 25, 22,38
811,60,26,9, 25, 22,38
812,60,26,9, 25, 22,38
813,60,26,9, 25, 22,38
814,60,26,9, 25, 22,38
815,60,26,9, 25, 22,38
816,61,27,9, 25, 23,38
817,61,27,9, 25, 23,38
818,61,27,9, 25, 23,38
819,61,27,9, 25, 23,38
820,61,27,9, 25, 23,38
821,61,27,9, 25, 23,38
822,61,27,9, 25, 23,38
823,61,27,9, 25, 23,38
824,62,27,9, 26, 24,38
825,62,27,9, 26, 24,38
826,62,27,9, 26, 24,38
827,62,27,9, 26, 24,38
828,62,27,9, 26, 24,38
829,63,28,9, 26, 25,38
830,63,28,9, 26, 25,38
831,63,28,9, 26, 25,38
832,63,28,9, 26, 25,38
833,63,28,9, 26, 25,38
834,63,28,9, 26, 25,38
835,63,28,9, 26, 25,38
836,63,28,9, 26, 25,38
837,63,28,9, 26, 25,38
838,63,28,9, 26, 25,38
839,63,28,9, 26, 25,38
840,63,28,9, 26, 25,38
841,63,28,9, 26, 25,38
842,63,28,9, 26, 25,38
843,63,28,9, 26, 25,38
844,63,28,9, 26, 25,38
845,63,28,9, 26, 25,38
846,63,28,9, 26, 25,38
847,63,28,9, 26, 25,38
848,63,28,9, 26, 25,38
849,63,28,9, 26, 25,38
850,63,28,9, 26, 25,38
851,63,28,9, 26, 25,38
852,63,28,9, 26, 25,38
853,63,28,9, 26, 25,38
854,63,28,9, 26, 25,38
855,63,28,9, 26, 25,38
856,63,28,9, 26, 25,38
857,63,28,9, 26, 25,38
858,63,28,9, 26, 25,38
859,63,28,9, 26, 25,38
860,63,28,9, 26, 25,38
861,63,28,9, 26, 25,38
862,63,28,9, 26, 25,38
863,63,28,9, 26, 25,38
864,63,28,9, 26, 25,38
865,63,28,9, 26, 25,38
866,63,28,9, 26, 25,38
867,63,28,9, 26, 25,38
868,63,28,9, 26, 25,38
869,63,28,9, 26, 25,38
870,63,28,9, 26, 25,38
871,63,28,9, 26, 25,38
872,63,28,9, 26, 25,38
873,63,28,9, 26, 25,38
874,63,28,9, 26, 25,38
875,63,28,9, 26, 25,38
876,63,28,9, 26, 25,38
877,63,28,9, 26, 25,38
878,63,28,9, 26, 25,38
879,64,28,10, 26, 26,38
880,64,28,10, 26, 26,38
881,64,28,10, 26, 26,38
882,64,28,10, 26, 26,38
883,64,28,10, 26, 26,38
884,64,28,10, 26, 26,38
885,64,28,10, 26, 26,38
886,64,28,10, 26, 26,38
887,64,28,10, 26, 26,38
888,64,28,10, 26, 26,38
889,64,28,10, 26, 26,38
890,64,28,10, 26, 26,38
891,64,28,10, 26, 26,38
892,64,28,10, 26, 26,38
893,64,28,10, 26, 26,38
894,64,28,10, 26, 26,38
895,64,28,10, 26, 26,38
896,64,28,10, 26, 26,38
897,64,28,10, 26, 26,38
898,64,28,10, 26, 26,38
899,64,28,10, 26, 26,38
900,64,28,10, 26, 26,38
901,64,28,10, 26, 26,38
902,64,28,10, 26, 26,38
903,64,28,10, 26, 26,38
904,64,28,10, 26, 26,38
905,64,28,10, 26, 26,38
906,64,28,10, 26, 26,38
907,64,28,10, 26, 26,38
908,64,28,10, 26, 26,38
909,64,28,10, 26, 26,38
910,64,28,10, 26, 26,38
911,64,28,10, 26, 26,38
912,64,28,10, 26, 26,38
913,64,28,10, 26, 26,38
914,64,28,10, 26, 26,38
915,64,28,10, 26, 26,38
916,64,28,10, 26, 26,38
917,64,28,10, 26, 26,38
918,64,28,10, 26, 26,38
919,64,28,10, 26, 26,38
920,64,28,10, 26, 26,38
921,64,28,10, 26, 26,38
922,64,28,10, 26, 26,38
923,64,28,10, 26, 26,38
924,64,28,10, 26, 26,38
925,64,28,10, 26, 26,38
926,64,28,10, 26, 26,38
927,64,28,10, 26, 26,38
928,64,28,10, 26, 26,38
929,64,28,10, 26, 26,38
930,64,28,10, 26, 26,38
931,64,28,10, 26, 26,38
932,64,28,10, 26, 26,38
933,64,28,10, 26, 26,38
934,64,28,10, 26, 26,38
935,64,28,10, 26, 26,38
936,64,28,10, 26, 26,38
937,64,28,10, 26, 26,38
938,64,28,10, 26, 26,38
939,64,28,10, 26, 26,38
940,64,28,10, 26, 26,38
941,64,28,10, 26, 26,38
942,64,28,10, 26, 26,38
943,64,28,10, 26, 26,38
944,64,28,10, 26, 26,38
945,64,28,10, 26, 26,38
946,64,28,10, 26, 26,38
947,64,28,10, 26, 26,38
948,64,28,10, 26, 26,38
949,64,28,10, 26, 26,38
950,64,28,10, 26, 26,38
951,64,28,10, 26, 26,38
952,64,28,10, 26, 26,38
953,64,28,10, 26, 26,38
954,64,28,10, 26, 26,38
955,64,28,10, 26, 26,38
956,64,28,10, 26, 26,38
957,64,28,10, 26, 26,38
958,64,28,10, 26, 26,38
959,64,28,10, 26, 26,38
960,64,28,10, 26, 26,38
961,64,28,10, 26, 26,38
962,64,28,10, 26, 26,38
963,64,28,10, 26, 26,38
964,64,28,10, 26, 26,38
965,64,28,10, 26, 26,38
966,64,28,10, 26, 26,38
967,64,28,10, 26, 26,38
968,64,28,10, 26, 26,38
969,64,28,10, 26, 26,38
970,64,28,10, 26, 26,38
971,64,28,10, 26, 26,38
972,64,28,10, 26, 26,38
973,64,28,10, 26, 26,38
974,64,28,10, 26, 26,38
975,64,28,10, 26, 26,38
976,64,28,10, 26, 26,38
977,64,28,10, 26, 26,38
978,64,28,10, 26, 26,38
979,64,28,10, 26, 26,38
980,64,28,10, 26, 26,38
981,64,28,10, 26, 26,38
982,64,28,10, 26, 26,38
983,64,28,10, 26, 26,38
984,64,28,10, 26, 26,38
985,64,28,10, 26, 26,38
986,64,28,10, 26, 26,38
987,64,28,10, 26, 26,38
988,64,28,10, 26, 26,38
989,64,28,10, 26, 26,38
990,64,28,10, 26, 26,38
991,64,28,10, 26, 26,38
992,64,28,10, 26, 26,38
993,64,28,10, 26, 26,38
994,64,28,10, 26, 26,38
995,64,28,10, 26, 26,38
996,64,28,10, 26, 26,38
997,64,28,10, 26, 26,38
998,64,28,10, 26, 26,38
999,64,28,10, 26, 26,38
1000,64,28,10, 26, 26,38
1001,64,28,10, 26, 26,38
1002,64,28,10, 26, 26,38
1003,64,28,10, 26, 26,38
1004,64,28,10, 26, 26,38
1005,64,28,10, 26, 26,38
1006,64,28,10, 26, 26,38
1007,64,28,10, 26, 26,38
1008,64,28,10, 26, 26,38
1009,64,28,10, 26, 26,38
1010,64,28,10, 26, 26,38
1011,64,28,10, 26, 26,38
1012,64,28,10, 26, 26,38
1013,64,28,10, 26, 26,38
1014,64,28,10, 26, 26,38
1015,64,28,10, 26, 26,38
1016,64,28,10, 26, 26,38
1017,64,28,10, 26, 26,38
1018,64,28,10, 26, 26,38
1019,64,28,10, 26, 26,38
1020,64,28,10, 26, 26,38
1021,64,28,10, 26, 26,38
1022,64,28,10, 26, 26,38
1023,64,28,10, 26, 26,38
1024,64,28,10, 26, 26,38
1025,64,28,10, 26, 26,38
1026,64,28,10, 26, 26,38
1027,64,28,10, 26, 26,38
1028,64,28,10, 26, 26,38
1029,64,28,10, 26, 26,38
1030,64,28,10, 26, 26,38
1031,64,28,10, 26, 26,38
1032,64,28,10, 26, 26,38
1033,64,28,10, 26, 26,38
1034,64,28,10, 26, 26,38
1035,64,28,10, 26, 26,38
1036,64,28,10, 26, 26,38
1037,64,28,10, 26, 26,38
1038,64,28,10, 26, 26,38
1039,64,28,10, 26, 26,38
1040,64,28,10, 26, 26,38
1041,64,28,10, 26, 26,38
1042,64,28,10, 26, 26,38
1043,64,28,10, 26, 26,38
1044,64,28,10, 26, 26,38
1045,64,28,10, 26, 26,38
1046,64,28,10, 26, 26,38
1047,64,28,10, 26, 26,38
1048,64,28,10, 26, 26,38
1049,64,28,10, 26, 26,38
1050,64,28,10, 26, 26,38
1051,64,28,10, 26, 26,38
1052,64,28,10, 26, 26,38
1053,64,28,10, 26, 26,38
1054,64,28,10, 26, 26,38
1055,64,28,10, 26, 26,38
1056,64,28,10, 26, 26,38
1057,64,28,10, 26, 26,38
1058,64,28,10, 26, 26,38
1059,64,28,10, 26, 26,38
1060,64,28,10, 26, 26,38
1061,64,28,10, 26, 26,38
1062,64,28,10, 26, 26,38
1063,64,28,10, 26, 26,38
1064,64,28,10, 26, 26,38
1065,64,28,10, 26, 26,38
1066,64,28,10, 26, 26,38
1067,64,28,10, 26, 26,38
1068,64,28,10, 26, 26,38
1069,64,28,10, 26, 26,38
1070,64,28,10, 26, 26,38
1071,64,28,10, 26, 26,38
1072,64,28,10, 26, 26,38
1073,64,28,10, 26, 26,38
1074,64,28,10, 26, 26,38
1075,64,28,10, 26, 26,38
1076,64,28,10, 26, 26,38
1077,64,28,10, 26, 26,38
1078,64,28,10, 26, 26,38
1079,64,28,10, 26, 26,38
1080,64,28,10, 26, 26,38
1081,64,28,10, 26, 26,38
1082,64,28,10, 26, 26,38
1083,64,28,10, 26, 26,38
1084,64,28,10, 26, 26,38
1085,64,28,10, 26, 26,38
1086,64,28,10, 26, 26,38
1087,64,28,10, 26, 26,38
1088,64,28,10, 26, 26,38
1089,64,28,10, 26, 26,38
1090,64,28,10, 26, 26,38
1091,64,28,10, 26, 26,38
1092,64,28,10, 26, 26,38
1093,64,28,10, 26, 26,38
1094,64,28,10, 26, 26,38
1095,64,28,10, 26, 26,38
1096,64,28,10, 26, 26,38
1097,64,28,10, 26, 26,38
1098,64,28,10, 26, 26,38
1099,64,28,10, 26, 26,38
1100,64,28,10, 26, 26,38
1101,64,28,10, 26, 26,38
1102,64,28,10, 26, 26,38
1103,64,28,10, 26, 26,38
1104,64,28,10, 26, 26,38
1105,64,28,10, 26, 26,38
1106,64,28,10, 26, 26,38
1107,64,28,10, 26, 26,38
1108,64,28,10, 26, 26,38
1109,64,28,10, 26, 26,38
1110,64,28,10, 26, 26,38
1111,64,28,10, 26, 26,38
1112,64,28,10, 26, 26,38
1113,64,28,10, 26, 26,38
1114,64,28,10, 26, 26,38
1115,64,28,10, 26, 26,38
1116,64,28,10, 26, 26,38
1117,64,28,10, 26, 26,38
1118,64,28,10, 26, 26,38
1119,64,28,10, 26, 26,38
1120,64,28,10, 26, 26,38
1121,64,28,10, 26, 26,38
1122,64,28,10, 26, 26,38
1123,64,28,10, 26, 26,38
1124,64,28,10, 26, 26,38
1125,64,28,10, 26, 26,38
1126,64,28,10, 26, 26,38
1127,64,28,10, 26, 26,38
1128,64,28,10, 26, 26,38
1129,64,28,10, 26, 26,38
1130,64,28,10, 26, 26,38
1131,64,28,10, 26, 26,38
1132,64,28,10, 26, 26,38
1133,64,28,10, 26, 26,38
1134,64,28,10, 26, 26,38
1135,64,28,10, 26, 26,38
1136,64,28,10, 26, 26,38
1137,64,28,10, 26, 26,38
1138,64,28,10, 26, 26,38
1139,64,28,10, 26, 26,38
1140,64,28,10, 26, 26,38
1141,64,28,10, 26, 26,38
1142,64,28,10, 26, 26,38
1143,64,28,10, 26, 26,38
1144,64,28,10, 26, 26,38
1145,64,28,10, 26, 26,38
1146,64,28,10, 26, 26,38
1147,64,28,10, 26, 26,38
1148,64,28,10, 26, 26,38
1149,64,28,10, 26, 26,38
1150,64,28,10, 26, 26,38
1151,64,28,10, 26, 26,38
1152,64,28,10, 26, 26,38
1153,64,28,10, 26, 26,38
1154,64,28,10, 26, 26,38
1155,64,28,10, 26, 26,38
1156,64,28,10, 26, 26,38
1157,64,28,10, 26, 26,38
1158,64,28,10, 26, 26,38
1159,64,28,10, 26, 26,38
1160,64,28,10, 26, 26,38
1161,64,28,10, 26, 26,38
1162,64,28,10, 26, 26,38
1163,64,28,10, 26, 26,38
1164,64,28,10, 26, 26,38
1165,64,28,10, 26, 26,38
1166,65,28,10, 27, 27,38
1167,65,28,10, 27, 27,38
1168,65,28,10, 27, 27,38
1169,65,28,10, 27, 27,38
1170,65,28,10, 27, 27,38
1171,65,28,10, 27, 27,38
1172,65,28,10, 27, 27,38
1173,65,28,10, 27, 27,38
1174,65,28,10, 27, 27,38
1175,65,28,10, 27, 27,38
1176,65,28,10, 27, 27,38
1177,65,28,10, 27, 27,38
1178,65,28,10, 27, 27,38
1179,65,28,10, 27, 27,38
1180,65,28,10, 27, 27,38
1181,65,28,10, 27, 27,38
1182,65,28,10, 27, 27,38
1183,65,28,10, 27, 27,38
1184,65,28,10, 27, 27,38
1185,65,28,10, 27, 27,38
1186,65,28,10, 27, 27,38
1187,65,28,10, 27, 27,38
1188,65,28,10, 27, 27,38
1189,65,28,10, 27, 27,38
1190,65,28,10, 27, 27,38
1191,65,28,10, 27, 27,38
1192,65,28,10, 27, 27,38
1193,65,28,10, 27, 27,38
1194,65,28,10, 27, 27,38
1195,65,28,10, 27, 27,38
1196,65,28,10, 27, 27,38
1197,65,28,10, 27, 27,38
1198,65,28,10, 27, 27,38
1199,65,28,10, 27, 27,38
1200,65,28,10, 27, 27,38
1201,65,28,10, 27, 27,38
1202,65,28,10, 27, 27,38
1203,65,28,10, 27, 27,38
1204,65,28,10, 27, 27,38
1205,65,28,10, 27, 27,38
1206,65,28,10, 27, 27,38
1207,65,28,10, 27, 27,38
1208,65,28,10, 27, 27,38
1209,65,28,10, 27, 27,38
1210,65,28,10, 27, 27,38
1211,65,28,10, 27, 27,38
1212,65,28,10, 27, 27,38
1213,65,28,10, 27, 27,38
1214,65,28,10, 27, 27,38
1215,65,28,10, 27, 27,38
1216,65,28,10, 27, 27,38
1217,65,28,10, 27, 27,38
1218,65,28,10, 27, 27,38
1219,65,28,10, 27, 27,38
1220,65,28,10, 27, 27,38
1221,65,28,10, 27, 27,38
1222,65,28,10, 27, 27,38
1223,65,28,10, 27, 27,38
1224,65,28,10, 27, 27,38
1225,65,28,10, 27, 27,38
1226,65,28,10, 27, 27,38
1227,65,28,10, 27, 27,38
1228,65,28,10, 27, 27,38
1229,65,28,10, 27, 27,38
1230,65,28,10, 27, 27,38
1231,65,28,10, 27, 27,38
1232,65,28,10, 27, 27,38
1233,65,28,10, 27, 27,38
1234,65,28,10, 27, 27,38
1235,65,28,10, 27, 27,38
1236,65,28,10, 27, 27,38
1237,65,28,10, 27, 27,38
1238,65,28,10, 27, 27,38
1239,65,28,10, 27, 27,38
1240,65,28,10, 27, 27,38
1241,65,28,10, 27, 27,38
1242,65,28,10, 27, 27,38
1243,65,28,10, 27, 27,38
1244,65,28,10, 27, 27,38
1245,65,28,10, 27, 27,38
1246,65,28,10, 27, 27,38
1247,65,28,10, 27, 27,38
1248,65,28,10, 27, 27,38
1249,65,28,10, 27, 27,38
1250,65,28,10, 27, 27,38
1251,65,28,10, 27, 27,38
1252,65,28,10, 27, 27,38
1253,65,28,10, 27, 27,38
1254,65,28,10, 27, 27,38
1255,65,28,10, 27, 27,38
1256,65,28,10, 27, 27,38
1257,65,28,10, 27, 27,38
1258,65,28,10, 27, 27,38
1259,65,28,10, 27, 27,38
1260,65,28,10, 27, 27,38
1261,65,28,10, 27, 27,38
1262,65,28,10, 27, 27,38
1263,65,28,10, 27, 27,38
1264,65,28,10, 27, 27,38
1265,65,28,10, 27, 27,38
1266,66,28,11, 27, 28,38
1267,66,28,11, 27, 28,38
1268,66,28,11, 27, 28,38
1269,66,28,11, 27, 28,38
1270,66,28,11, 27, 28,38
1271,66,28,11, 27, 28,38
1272,66,28,11, 27, 28,38
1273,66,28,11, 27, 28,38
1274,66,28,11, 27, 28,38
1275,66,28,11, 27, 28,38
1276,66,28,11, 27, 28,38
1277,66,28,11, 27, 28,38
1278,66,28,11, 27, 28,38
1279,66,28,11, 27, 28,38
1280,66,28,11, 27, 28,38
1281,66,28,11, 27, 28,38
1282,66,28,11, 27, 28,38
1283,66,28,11, 27, 28,38
1284,66,28,11, 27, 28,38
1285,66,28,11, 27, 28,38
1286,66,28,11, 27, 28,38
1287,66,28,11, 27, 28,38
1288,66,28,11, 27, 28,38
1289,66,28,11, 27, 28,38
1290,66,28,11, 27, 28,38
1291,66,28,11, 27, 28,38
1292,66,28,11, 27, 28,38
1293,66,28,11, 27, 28,38
1294,66,28,11, 27, 28,38
1295,66,28,11, 27, 28,38
1296,66,28,11, 27, 28,38
1297,66,28,11, 27, 28,38
1298,66,28,11, 27, 28,38
1299,66,28,11, 27, 28,38
1300,66,28,11, 27, 28,38
1301,66,28,11, 27, 28,38
1302,66,28,11, 27, 28,38
1303,66,28,11, 27, 28,38
1304,66,28,11, 27, 28,38
1305,66,28,11, 27, 28,38
1306,66,28,11, 27, 28,38
1307,66,28,11, 27, 28,38
1308,66,28,11, 27, 28,38
1309,66,28,11, 27, 28,38
1310,66,28,11, 27, 28,38
1311,66,28,11, 27, 28,38
1312,66,28,11, 27, 28,38
1313,66,28,11, 27, 28,38
1314,66,28,11, 27, 28,38
1315,66,28,11, 27, 28,38
1316,66,28,11, 27, 28,38
1317,66,28,11, 27, 28,38
1318,66,28,11, 27, 28,38
1319,66,28,11, 27, 28,38
1320,66,28,11, 27, 28,38
1321,66,28,11, 27, 28,38
1322,66,28,11, 27, 28,38
1323,66,28,11, 27, 28,38
1324,66,28,11, 27, 28,38
1325,66,28,11, 27, 28,38
1326,66,28,11, 27, 28,38
1327,66,28,11, 27, 28,38
1328,66,28,11, 27, 28,38
1329,66,28,11, 27, 28,38
1330,66,28,11, 27, 28,38
1331,66,28,11, 27, 28,38
1332,66,28,11, 27, 28,38
1333,66,28,11, 27, 28,38
1334,66,28,11, 27, 28,38
1335,66,28,11, 27, 28,38
1336,66,28,11, 27, 28,38
1337,66,28,11, 27, 28,38
1338,66,28,11, 27, 28,38
1339,66,28,11, 27, 28,38
1340,66,28,11, 27, 28,38
1341,66,28,11, 27, 28,38
1342,66,28,11, 27, 28,38
1343,66,28,11, 27, 28,38
1344,66,28,11, 27, 28,38
1345,66,28,11, 27, 28,38
1346,66,28,11, 27, 28,38
1347,66,28,11, 27, 28,38
1348,66,28,11, 27, 28,38
1349,66,28,11, 27, 28,38
1350,66,28,11, 27, 28,38
1351,66,28,11, 27, 28,38
1352,66,28,11, 27, 28,38
1353,66,28,11, 27, 28,38
1354,66,28,11, 27, 28,38
1355,66,28,11, 27, 28,38
1356,66,28,11, 27, 28,38
1357,66,28,11, 27, 28,38
1358,66,28,11, 27, 28,38
1359,66,28,11, 27, 28,38
1360,66,28,11, 27, 28,38
1361,66,28,11, 27, 28,38
1362,66,28,11, 27, 28,38
1363,66,28,11, 27, 28,38
1364,66,28,11, 27, 28,38
1365,66,28,11, 27, 28,38
1366,66,28,11, 27, 28,38
1367,66,28,11, 27, 28,38
1368,66,28,11, 27, 28,38
1369,66,28,11, 27, 28,38
1370,66,28,11, 27, 28,38
1371,66,28,11, 27, 28,38
1372,66,28,11, 27, 28,38
1373,66,28,11, 27, 28,38
1374,66,28,11, 27, 28,38
1375,66,28,11, 27, 28,38
1376,66,28,11, 27, 28,38
1377,66,28,11, 27, 28,38
1378,66,28,11, 27, 28,38
1379,66,28,11, 27, 28,38
1380,66,28,11, 27, 28,38
1381,66,28,11, 27, 28,38
1382,66,28,11, 27, 28,38
1383,66,28,11, 27, 28,38
1384,66,28,11, 27, 28,38
1385,66,28,11, 27, 28,38
1386,66,28,11, 27, 28,38
1387,66,28,11, 27, 28,38
1388,66,28,11, 27, 28,38
1389,66,28,11, 27, 28,38
1390,66,28,11, 27, 28,38
1391,66,28,11, 27, 28,38
1392,66,28,11, 27, 28,38
1393,66,28,11, 27, 28,38
1394,66,28,11, 27, 28,38
1395,66,28,11, 27, 28,38
1396,66,28,11, 27, 28,38
1397,66,28,11, 27, 28,38
1398,66,28,11, 27, 28,38
1399,66,28,11, 27, 28,38
1400,66,28,11, 27, 28,38
1401,66,28,11, 27, 28,38
1402,66,28,11, 27, 28,38
1403,67,28,12, 27, 29,38
1404,67,28,12, 27, 29,38
